work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,remote_type
2024,Mid-level,Full-time,Research Scientist,188500,US,0,US,Medium,Onsite
2023,Senior,Full-time,Analytics Engineer,209300,US,0,US,Small,Onsite
2024,Senior,Full-time,Data Engineer,177100,GB,0,GB,Medium,Onsite
2020,Mid-level,Full-time,Data Architect,175800,US,100,US,Medium,Remote
2024,Mid-level,Full-time,Business Intelligence Analyst,108400,US,0,US,Medium,Onsite
2023,Entry-level,Full-time,Machine Learning Engineer,114000,GB,50,GB,Large,Hybrid
2024,Senior,Full-time,Data Analyst,177100,US,0,US,Large,Onsite
2023,Entry-level,Full-time,Machine Learning Engineer,75300,SG,0,SG,Large,Onsite
2024,Mid-level,Full-time,Data Analyst,118600,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Data Scientist,114600,GB,50,GB,Large,Hybrid
2024,Senior,Full-time,Business Intelligence Analyst,85400,PT,0,PT,Medium,Onsite
2021,Senior,Full-time,Research Scientist,200600,US,0,US,Medium,Onsite
2022,Entry-level,Full-time,Machine Learning Engineer,111900,US,100,US,Large,Remote
2023,Senior,Full-time,Data Scientist,257800,US,0,US,Medium,Onsite
2024,Senior,Full-time,Research Scientist,254600,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Scientist,175700,US,0,US,Small,Onsite
2023,Mid-level,Full-time,Data Scientist,52400,PL,0,PL,Medium,Onsite
2022,Senior,Full-time,Machine Learning Engineer,185900,US,0,US,Medium,Onsite
2020,Mid-level,Full-time,Data Engineer,131900,AU,50,US,Medium,Hybrid
2023,Senior,Freelance,Analytics Engineer,183500,US,100,US,Medium,Remote
2021,Entry-level,Full-time,Business Intelligence Analyst,68600,AU,100,AU,Medium,Remote
2024,Senior,Full-time,Analytics Engineer,104700,PL,0,PL,Large,Onsite
2023,Mid-level,Full-time,AI Engineer,81000,IN,0,IN,Small,Onsite
2023,Senior,Full-time,Data Scientist,176200,US,100,US,Medium,Remote
2022,Senior,Full-time,Research Scientist,245100,US,0,US,Large,Onsite
2024,Senior,Full-time,Research Scientist,233900,NL,50,NL,Large,Hybrid
2023,Senior,Full-time,Data Science Manager,193300,JP,0,JP,Large,Onsite
2023,Mid-level,Full-time,Machine Learning Engineer,105300,ES,100,ES,Medium,Remote
2022,Entry-level,Full-time,Data Analyst,62000,DE,50,DE,Medium,Hybrid
2023,Senior,Full-time,Analytics Engineer,204400,US,100,US,Large,Remote
2021,Mid-level,Full-time,Data Scientist,128900,CA,100,US,Medium,Remote
2022,Senior,Full-time,Data Engineer,132000,NL,100,NL,Medium,Remote
2023,Entry-level,Full-time,Analytics Engineer,64500,ES,100,ES,Large,Remote
2021,Executive,Full-time,Data Engineer,216600,US,100,US,Small,Remote
2022,Senior,Full-time,Machine Learning Engineer,255700,US,100,US,Large,Remote
2024,Senior,Full-time,Machine Learning Engineer,248300,FR,0,FR,Large,Onsite
2021,Entry-level,Full-time,Data Engineer,41800,US,100,ES,Medium,Remote
2023,Entry-level,Full-time,Data Architect,110200,US,0,US,Large,Onsite
2024,Senior,Full-time,Data Analyst,137100,GB,50,GB,Large,Hybrid
2022,Senior,Full-time,Data Architect,230300,DE,0,DE,Medium,Onsite
2022,Senior,Full-time,Data Analyst,159200,US,100,US,Large,Remote
2022,Senior,Full-time,Research Scientist,195600,US,50,US,Small,Hybrid
2024,Executive,Full-time,Data Scientist,218200,GB,0,GB,Medium,Onsite
2022,Mid-level,Full-time,Data Scientist,141800,US,100,US,Small,Remote
2023,Executive,Full-time,Research Scientist,94400,BR,100,BR,Small,Remote
2024,Entry-level,Full-time,Research Scientist,142300,US,0,US,Medium,Onsite
2022,Senior,Full-time,Research Scientist,258000,US,100,US,Medium,Remote
2022,Senior,Full-time,Analytics Engineer,74800,PT,100,PT,Large,Remote
2023,Mid-level,Contract,Data Analyst,161300,US,50,US,Large,Hybrid
2023,Senior,Full-time,Research Scientist,171800,JP,100,JP,Large,Remote
2024,Senior,Full-time,AI Engineer,179600,US,100,ES,Large,Remote
2021,Mid-level,Full-time,Analytics Engineer,160700,US,100,US,Medium,Remote
2022,Mid-level,Full-time,Machine Learning Engineer,205300,US,0,US,Large,Onsite
2022,Senior,Contract,Data Scientist,92000,FR,0,FR,Medium,Onsite
2022,Senior,Full-time,Data Scientist,207000,US,100,US,Large,Remote
2020,Senior,Full-time,Data Engineer,276200,US,100,US,Small,Remote
2023,Executive,Full-time,Research Scientist,282600,US,100,US,Large,Remote
2022,Entry-level,Full-time,Analytics Engineer,125200,US,100,US,Large,Remote
2022,Mid-level,Full-time,Analytics Engineer,109400,AU,50,AU,Medium,Hybrid
2022,Senior,Full-time,Data Engineer,178400,US,0,US,Large,Onsite
2023,Mid-level,Full-time,AI Engineer,270500,US,100,US,Medium,Remote
2022,Mid-level,Full-time,Data Engineer,125300,US,50,US,Medium,Hybrid
2023,Senior,Full-time,Analytics Engineer,159800,US,100,US,Small,Remote
2024,Senior,Full-time,Data Analyst,112900,US,50,US,Medium,Hybrid
2024,Senior,Full-time,Data Scientist,183100,US,50,GB,Medium,Hybrid
2021,Mid-level,Full-time,Data Scientist,106400,DE,0,DE,Large,Onsite
2023,Mid-level,Full-time,Business Intelligence Analyst,175800,US,0,US,Medium,Onsite
2024,Entry-level,Full-time,Data Scientist,106700,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Data Engineer,133300,US,0,US,Small,Onsite
2022,Senior,Full-time,Machine Learning Engineer,343900,US,50,US,Large,Hybrid
2022,Senior,Full-time,Machine Learning Engineer,77700,BR,50,BR,Medium,Hybrid
2024,Senior,Full-time,Business Intelligence Analyst,81600,ES,0,ES,Large,Onsite
2022,Executive,Full-time,Data Science Manager,116900,IN,100,IN,Large,Remote
2024,Mid-level,Full-time,Data Analyst,89500,US,0,US,Small,Onsite
2021,Entry-level,Contract,Business Intelligence Analyst,50800,DE,100,DE,Small,Remote
2024,Entry-level,Full-time,Data Scientist,68300,US,100,CA,Small,Remote
2021,Senior,Full-time,Data Analyst,146000,US,50,US,Medium,Hybrid
2022,Senior,Full-time,Data Analyst,130300,US,0,US,Small,Onsite
2023,Entry-level,Full-time,Data Scientist,106200,US,100,US,Medium,Remote
2024,Mid-level,Full-time,Data Scientist,166600,CA,50,CA,Large,Hybrid
2024,Mid-level,Full-time,Machine Learning Engineer,185800,US,50,US,Small,Hybrid
2023,Mid-level,Full-time,Machine Learning Engineer,141800,AU,0,AU,Large,Onsite
2021,Entry-level,Full-time,Data Science Manager,67400,NL,0,NL,Small,Onsite
2023,Mid-level,Full-time,Data Scientist,195600,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Engineer,233300,US,50,US,Medium,Hybrid
2023,Senior,Full-time,Data Analyst,193200,US,100,US,Medium,Remote
2024,Entry-level,Full-time,Data Scientist,59100,NL,50,NL,Medium,Hybrid
2023,Senior,Full-time,Data Engineer,208300,US,100,US,Small,Remote
2024,Senior,Full-time,Data Engineer,77000,IN,100,IN,Medium,Remote
2023,Senior,Full-time,Data Scientist,192800,JP,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Analyst,100200,JP,100,JP,Large,Remote
2021,Entry-level,Full-time,Business Intelligence Analyst,90400,US,0,US,Medium,Onsite
2022,Senior,Full-time,Data Analyst,113100,US,50,US,Medium,Hybrid
2021,Senior,Full-time,Business Intelligence Analyst,124400,GB,0,DE,Medium,Onsite
2024,Senior,Full-time,AI Engineer,73800,IN,0,IN,Medium,Onsite
2022,Senior,Full-time,Data Scientist,212200,US,100,US,Medium,Remote
2024,Mid-level,Full-time,Data Architect,158000,US,50,US,Medium,Hybrid
2022,Senior,Full-time,AI Engineer,230000,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Engineer,209200,DE,0,DE,Large,Onsite
2022,Senior,Full-time,Research Scientist,196300,US,50,US,Medium,Hybrid
2024,Mid-level,Full-time,Machine Learning Engineer,229900,US,100,US,Medium,Remote
2021,Mid-level,Full-time,Machine Learning Engineer,116300,DE,0,DE,Medium,Onsite
2024,Senior,Full-time,Data Analyst,156900,CA,100,CA,Large,Remote
2023,Mid-level,Full-time,Machine Learning Engineer,170300,US,100,US,Medium,Remote
2023,Mid-level,Full-time,Data Science Manager,214900,CA,100,US,Large,Remote
2023,Senior,Full-time,Analytics Engineer,70500,BR,50,BR,Medium,Hybrid
2024,Senior,Full-time,Data Scientist,210900,US,0,US,Medium,Onsite
2023,Senior,Full-time,Data Science Manager,216000,GB,0,GB,Large,Onsite
2021,Entry-level,Part-time,Analytics Engineer,51400,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Analyst,160500,US,0,US,Small,Onsite
2023,Entry-level,Full-time,Business Intelligence Analyst,56800,PT,100,PT,Large,Remote
2023,Executive,Full-time,Business Intelligence Analyst,330800,US,100,US,Large,Remote
2024,Senior,Full-time,Data Analyst,85000,ES,100,ES,Large,Remote
2024,Entry-level,Full-time,Data Engineer,125100,US,0,US,Large,Onsite
2023,Senior,Contract,Analytics Engineer,193900,CA,0,CA,Medium,Onsite
2023,Senior,Full-time,Data Engineer,160900,GB,0,GB,Medium,Onsite
2023,Senior,Full-time,Data Engineer,192300,US,100,US,Large,Remote
2024,Senior,Full-time,Analytics Engineer,203100,US,0,US,Medium,Onsite
2024,Senior,Full-time,Data Science Manager,341900,US,0,US,Medium,Onsite
2020,Senior,Full-time,Data Engineer,228300,US,0,US,Large,Onsite
2023,Mid-level,Full-time,Data Science Manager,150400,DE,0,DE,Medium,Onsite
2022,Mid-level,Full-time,Data Scientist,151300,US,100,US,Medium,Remote
2023,Senior,Freelance,Data Scientist,158900,US,100,US,Medium,Remote
2024,Senior,Full-time,Machine Learning Engineer,193900,GB,50,GB,Large,Hybrid
2022,Senior,Full-time,Data Engineer,215800,US,100,US,Small,Remote
2024,Senior,Full-time,Data Architect,279800,US,50,US,Medium,Hybrid
2024,Mid-level,Full-time,Analytics Engineer,145100,US,0,US,Medium,Onsite
2022,Entry-level,Full-time,Data Scientist,98600,US,50,US,Medium,Hybrid
2024,Entry-level,Full-time,Data Engineer,77600,US,50,US,Medium,Hybrid
2020,Senior,Full-time,Data Analyst,119000,GB,50,GB,Medium,Hybrid
2023,Senior,Full-time,Data Scientist,166600,JP,0,JP,Medium,Onsite
2023,Entry-level,Full-time,Data Engineer,86300,CA,0,CA,Large,Onsite
2020,Mid-level,Full-time,Data Analyst,123000,US,50,US,Large,Hybrid
2023,Mid-level,Full-time,Analytics Engineer,109400,DE,100,DE,Medium,Remote
2023,Entry-level,Full-time,Data Engineer,143800,US,100,US,Large,Remote
2022,Senior,Full-time,Data Analyst,116600,SG,50,SG,Medium,Hybrid
2023,Executive,Full-time,Data Analyst,231600,US,100,US,Medium,Remote
2022,Senior,Full-time,Data Analyst,136000,US,0,US,Medium,Onsite
2023,Senior,Full-time,Data Engineer,190400,US,0,US,Small,Onsite
2024,Senior,Full-time,Data Scientist,213000,US,100,US,Large,Remote
2020,Mid-level,Full-time,Data Analyst,92400,US,0,US,Large,Onsite
2024,Mid-level,Full-time,Business Intelligence Analyst,101300,GB,0,GB,Medium,Onsite
2023,Mid-level,Full-time,Analytics Engineer,85200,ES,50,ES,Medium,Hybrid
2024,Mid-level,Full-time,Data Architect,177500,US,100,US,Medium,Remote
2024,Senior,Full-time,Machine Learning Engineer,267500,US,0,US,Medium,Onsite
2022,Entry-level,Full-time,Machine Learning Engineer,94200,US,0,US,Small,Onsite
2022,Mid-level,Full-time,Data Science Manager,180000,US,100,US,Medium,Remote
2021,Mid-level,Full-time,Research Scientist,60300,PL,0,PL,Medium,Onsite
2022,Senior,Contract,Data Scientist,273700,US,50,US,Medium,Hybrid
2024,Mid-level,Full-time,Data Engineer,127000,JP,0,JP,Large,Onsite
2024,Executive,Full-time,Machine Learning Engineer,394100,US,50,US,Large,Hybrid
2020,Senior,Full-time,Machine Learning Engineer,134600,ES,100,ES,Medium,Remote
2024,Executive,Full-time,Data Analyst,201900,FR,0,US,Medium,Onsite
2024,Mid-level,Full-time,Data Architect,197800,US,50,US,Medium,Hybrid
2021,Senior,Full-time,Data Scientist,173300,AU,100,AU,Medium,Remote
2023,Mid-level,Full-time,Data Scientist,112000,CA,0,US,Small,Onsite
2024,Mid-level,Full-time,Business Intelligence Analyst,121000,US,0,US,Large,Onsite
2021,Senior,Full-time,Machine Learning Engineer,199400,FR,100,US,Small,Remote
2024,Entry-level,Full-time,Data Analyst,77000,US,50,US,Small,Hybrid
2023,Mid-level,Full-time,Machine Learning Engineer,173300,US,0,US,Medium,Onsite
2021,Senior,Full-time,Business Intelligence Analyst,147000,US,100,US,Large,Remote
2024,Senior,Full-time,Machine Learning Engineer,236700,US,0,US,Medium,Onsite
2022,Senior,Full-time,AI Engineer,306600,US,100,US,Large,Remote
2024,Mid-level,Full-time,Data Engineer,126900,US,0,US,Small,Onsite
2023,Mid-level,Full-time,Data Engineer,193100,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Business Intelligence Analyst,129200,US,0,US,Large,Onsite
2020,Senior,Full-time,Business Intelligence Analyst,110800,US,0,US,Medium,Onsite
2024,Entry-level,Full-time,Data Engineer,95000,US,50,US,Medium,Hybrid
2022,Entry-level,Full-time,Data Engineer,31500,BR,100,BR,Medium,Remote
2024,Mid-level,Contract,Data Engineer,173800,US,50,US,Large,Hybrid
2023,Mid-level,Full-time,Data Engineer,152900,IN,0,US,Medium,Onsite
2022,Senior,Full-time,Data Engineer,154800,US,100,US,Small,Remote
2024,Senior,Full-time,Machine Learning Engineer,290000,US,0,US,Large,Onsite
2022,Mid-level,Contract,Data Scientist,146000,US,100,US,Small,Remote
2023,Mid-level,Full-time,Analytics Engineer,180600,US,100,US,Medium,Remote
2023,Executive,Full-time,Business Intelligence Analyst,265700,US,50,US,Medium,Hybrid
2024,Executive,Contract,Business Intelligence Analyst,246300,GB,100,US,Medium,Remote
2023,Senior,Full-time,Data Engineer,208100,US,0,US,Medium,Onsite
2024,Senior,Full-time,Machine Learning Engineer,171600,ES,0,ES,Large,Onsite
2022,Senior,Full-time,Data Science Manager,227700,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Analyst,105900,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,AI Engineer,127300,FR,0,FR,Large,Onsite
2022,Mid-level,Full-time,Research Scientist,143200,US,50,US,Medium,Hybrid
2021,Entry-level,Full-time,Data Engineer,90300,CA,100,US,Large,Remote
2024,Senior,Full-time,Data Scientist,315900,US,0,US,Large,Onsite
2022,Mid-level,Full-time,Research Scientist,94700,JP,50,JP,Medium,Hybrid
2021,Senior,Full-time,AI Engineer,109400,PL,100,PL,Medium,Remote
2024,Mid-level,Full-time,Research Scientist,232400,US,100,US,Medium,Remote
2024,Mid-level,Full-time,Data Engineer,134700,US,0,US,Large,Onsite
2022,Senior,Full-time,Data Engineer,190200,DE,100,DE,Medium,Remote
2021,Entry-level,Full-time,Data Scientist,110600,US,0,US,Medium,Onsite
2023,Executive,Full-time,Research Scientist,328000,US,100,US,Medium,Remote
2023,Executive,Full-time,Data Engineer,81100,BR,0,BR,Large,Onsite
2023,Senior,Full-time,Data Architect,84300,BR,0,BR,Medium,Onsite
2024,Mid-level,Full-time,Data Engineer,107900,GB,0,GB,Medium,Onsite
2022,Senior,Full-time,Data Engineer,226900,US,0,US,Medium,Onsite
2021,Executive,Full-time,Machine Learning Engineer,187800,SG,100,SG,Small,Remote
2022,Senior,Full-time,Data Analyst,109300,US,100,US,Medium,Remote
2023,Mid-level,Full-time,Data Scientist,144900,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Machine Learning Engineer,275500,US,0,US,Large,Onsite
2023,Senior,Full-time,Research Scientist,129600,ES,0,ES,Medium,Onsite
2023,Senior,Freelance,Data Engineer,173600,US,0,CA,Medium,Onsite
2023,Senior,Full-time,Data Science Manager,221500,US,100,US,Medium,Remote
2022,Senior,Full-time,Machine Learning Engineer,208800,US,100,US,Medium,Remote
2023,Mid-level,Full-time,Data Analyst,118800,US,0,US,Medium,Onsite
2023,Mid-level,Full-time,Data Engineer,134600,CA,100,CA,Medium,Remote
2024,Senior,Full-time,Analytics Engineer,213000,US,0,US,Large,Onsite
2023,Mid-level,Full-time,Data Science Manager,227800,US,100,US,Medium,Remote
2023,Senior,Full-time,Machine Learning Engineer,229900,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Data Scientist,142100,GB,50,GB,Medium,Hybrid
2024,Senior,Full-time,Data Science Manager,292500,US,0,US,Medium,Onsite
2020,Senior,Full-time,Data Engineer,184900,US,0,US,Large,Onsite
2024,Entry-level,Full-time,Data Analyst,63100,CA,100,CA,Medium,Remote
2023,Mid-level,Full-time,Data Architect,183200,US,50,US,Small,Hybrid
2024,Mid-level,Full-time,Data Analyst,86200,US,0,US,Small,Onsite
2022,Entry-level,Full-time,Business Intelligence Analyst,102900,US,0,US,Large,Onsite
2021,Mid-level,Full-time,Data Engineer,135200,US,100,US,Medium,Remote
2023,Entry-level,Full-time,Data Architect,130300,US,0,US,Medium,Onsite
2022,Mid-level,Full-time,Data Engineer,140300,US,50,US,Medium,Hybrid
2022,Mid-level,Full-time,Business Intelligence Analyst,81300,GB,100,GB,Large,Remote
2024,Entry-level,Contract,Data Analyst,59000,US,0,CA,Medium,Onsite
2024,Entry-level,Full-time,Data Engineer,110800,CH,50,CH,Medium,Hybrid
2020,Senior,Full-time,Data Scientist,169900,US,0,US,Medium,Onsite
2024,Executive,Full-time,Data Scientist,138700,IN,0,IN,Large,Onsite
2024,Entry-level,Full-time,Data Engineer,82800,GB,0,GB,Large,Onsite
2021,Senior,Full-time,Data Analyst,167700,US,100,US,Large,Remote
2024,Mid-level,Full-time,Analytics Engineer,45600,BR,50,BR,Medium,Hybrid
2024,Entry-level,Full-time,Data Scientist,110900,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,AI Engineer,221900,US,0,US,Large,Onsite
2022,Mid-level,Full-time,Data Engineer,137100,US,100,US,Medium,Remote
2023,Senior,Full-time,Data Engineer,131700,NL,0,NL,Medium,Onsite
2023,Senior,Full-time,Data Architect,241900,NL,0,US,Medium,Onsite
2023,Entry-level,Full-time,Business Intelligence Analyst,18700,US,0,IN,Small,Onsite
2020,Senior,Full-time,Machine Learning Engineer,68700,IN,0,IN,Medium,Onsite
2023,Entry-level,Full-time,Analytics Engineer,127800,GB,0,US,Medium,Onsite
2022,Senior,Full-time,Machine Learning Engineer,188400,US,50,US,Medium,Hybrid
2021,Mid-level,Full-time,Machine Learning Engineer,155700,CH,100,CH,Large,Remote
2024,Senior,Full-time,Data Engineer,165400,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Data Scientist,168300,IN,0,US,Medium,Onsite
2023,Entry-level,Full-time,Data Scientist,102300,CH,0,CH,Small,Onsite
2021,Entry-level,Full-time,Data Engineer,71900,DE,100,DE,Medium,Remote
2020,Mid-level,Full-time,Data Engineer,108900,US,50,US,Medium,Hybrid
2023,Entry-level,Full-time,Data Analyst,75200,US,100,US,Medium,Remote
2024,Entry-level,Full-time,Machine Learning Engineer,170000,US,100,US,Large,Remote
2022,Mid-level,Full-time,Data Scientist,140900,US,0,US,Medium,Onsite
2021,Mid-level,Full-time,Data Analyst,90100,US,0,US,Medium,Onsite
2023,Senior,Full-time,Data Analyst,144700,US,50,US,Medium,Hybrid
2024,Entry-level,Full-time,Data Scientist,101100,US,50,US,Small,Hybrid
2021,Entry-level,Full-time,Data Scientist,83800,US,0,US,Large,Onsite
2021,Senior,Full-time,Data Scientist,145100,US,0,US,Small,Onsite
2021,Entry-level,Full-time,Data Scientist,72500,DE,0,DE,Large,Onsite
2023,Executive,Freelance,Data Analyst,235000,US,100,US,Large,Remote
2023,Mid-level,Full-time,Data Analyst,133900,CH,50,CH,Medium,Hybrid
2022,Senior,Full-time,Data Scientist,204000,US,0,US,Medium,Onsite
2023,Senior,Full-time,Data Engineer,69900,BR,0,BR,Large,Onsite
2023,Senior,Contract,Data Scientist,238700,US,100,US,Large,Remote
2023,Senior,Full-time,AI Engineer,267000,US,100,US,Medium,Remote
2023,Senior,Full-time,Analytics Engineer,215200,US,50,US,Medium,Hybrid
2022,Entry-level,Full-time,Data Scientist,117900,GB,100,US,Large,Remote
2022,Executive,Full-time,Analytics Engineer,182500,JP,100,JP,Large,Remote
2022,Entry-level,Full-time,Data Architect,95400,US,0,US,Large,Onsite
2024,Mid-level,Contract,Data Scientist,156500,US,50,US,Medium,Hybrid
2024,Mid-level,Full-time,Data Architect,147200,US,50,US,Medium,Hybrid
2023,Senior,Full-time,Business Intelligence Analyst,109600,AU,0,AU,Medium,Onsite
2021,Senior,Full-time,Data Engineer,249000,US,100,US,Large,Remote
2024,Senior,Contract,Data Engineer,211900,US,0,US,Medium,Onsite
2024,Mid-level,Full-time,Analytics Engineer,73200,PL,0,PL,Medium,Onsite
2024,Senior,Full-time,Business Intelligence Analyst,208900,US,100,US,Medium,Remote
2023,Senior,Full-time,Data Analyst,140400,GB,50,GB,Large,Hybrid
2023,Executive,Full-time,Data Engineer,307800,US,100,US,Large,Remote
2024,Mid-level,Full-time,Data Engineer,198400,US,50,US,Large,Hybrid
2024,Senior,Full-time,Data Analyst,146000,GB,0,GB,Medium,Onsite
2023,Entry-level,Full-time,Data Scientist,91400,DE,100,DE,Medium,Remote
2022,Senior,Full-time,Business Intelligence Analyst,91600,PL,100,FR,Medium,Remote
2024,Senior,Full-time,Data Analyst,197600,US,50,US,Large,Hybrid
2024,Mid-level,Full-time,Data Architect,152900,US,50,US,Large,Hybrid
2021,Entry-level,Full-time,Data Engineer,41300,PL,100,PL,Medium,Remote
2022,Mid-level,Full-time,Research Scientist,144900,US,0,US,Medium,Onsite
2022,Senior,Full-time,Analytics Engineer,129300,US,100,US,Small,Remote
